"id","short_code","original_url","click_count","created_at"
"4268dc90-939c-4d73-b877-52c6c291cc8d","QSWzgT","https://linkedIn.com","3","2026-02-20 13:50:04.533062+00"
"2d0cb0ad-cf2a-4396-b6e3-1447524acd02","DlWWLz","https://www.google.com/search?q=redmi+note+12+combo+hyperos+stuck&oq=&gs_lcrp=EgZjaHJvbWUqCQgFEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMgkIBxBFGDsYwgMyCQgIEEUYOxjCAzIJCAkQRRg7GMIDMgkIChBFGDsYwgMyCQgLEEUYOxjCAzIJCAwQRRg7GMIDMgkIDRBFGDsYwgMyEQgOEAAYAxhCGI8BGLQCGOoCMhEIDxAAGAMYQhiPARi0AhjqAjIRCBAQABgDGEIYjwEYtAIY6gIyEQgREAAYAxhCGI8BGLQCGOoCMhEIEhAAGAMYQhiPARi0AhjqAtIBBi0xajBqN6gCE7ACAfEFBLSfY1pJBhDxBQS0n2NaSQYQ&client=ms-android-samsung-ga-rev1&sourceid=chrome-mobile&ie=UTF-8#sbfbu=1&pi=redmi%20note%2012%20combo%20hyperos%20stuck","1","2026-02-21 02:13:20.02481+00"
"0204a507-7d08-46f7-a2ee-fe8a9603a7ed","w4Z3Hi","https://www.linkedin.com/in/harsh-mer623","1","2026-02-20 17:50:26.392109+00"
"1ad6160a-2ae8-4cb7-a5ac-074fe657ac97","ekA2Kc","https://www.producthunt.com/","1","2026-02-20 18:13:41.339482+00"
"046d5559-de72-4813-8736-ce1695af0a57","YXD2sN","https://fattyurl.com/","1","2026-02-20 20:50:56.13457+00"
"52848a94-40fd-4813-8543-a093f0bf0d99","0kx9Hh","https://www.producthunt.com/products/fatty-url","1","2026-02-20 21:24:41.625698+00"
"26f6985a-bcd3-47f6-851f-fe0b8ce1a8d3","ZFePcG","https://Rankved.com","0","2026-02-21 11:42:51.811629+00"
"da55a113-90e5-4ecc-adaf-8bbf5c987e09","QwKRxE","https://www.saashub.com/fatty-url-status","1","2026-02-21 18:45:28.280266+00"
"b987563f-f8fe-42b6-9b63-3773a9db54aa","XE19BC","https://www.roserunkh.com/da6CpInfShYz_VQWWITmB1c70ysi83Dj_0kMYYz5RAyD2KH_-BaUk0WO_nTLnvd2mOCD0qsv4UEX-3waY3_z7A~~","1","2026-02-22 03:41:24.421818+00"
"515cb37e-947e-43bd-a27b-e0a5b2c9588d","7OHhr8","https://fattyurl.com/UnDBIv","1","2026-02-23 05:43:18.808928+00"
"680ec907-b29c-4e32-8ed6-0675084b7089","hC3lx2","https://project-osrm.org/docs/v5.24.0/api/#requests","1","2026-02-23 12:17:11.478828+00"
